County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Kings,735229,Store,JAC,LA PLACITA OLVERA GROCERY INC,LA PLACITA OLVERA GROCE,832,BROADWAY,,,BROOKLYN,NY,11206,0,POINT (-73.93924 40.69924)
New York,735024,Store,A,CVS ALBANY LLC,CVS/PHARMACY #10827,3536,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95054 40.82615)
Kings,735022,Store,A,CVS ALBANY LLC,CVS/PHARMACY #10291,1601,KINGS HIGHWAY,,,BROOKLYN,NY,11229,10000,POINT (-73.95719 40.60924)
Kings,734922,Store,JAC,CARNICERIA LA GRANJA INC,CARNICERIA LA GRANJA,5704,5TH AVENUE,,,BROOKLYN,NY,11220,600,POINT (-74.01453 40.64105)
Monroe,734806,Store,JAC,SAHER ELHAM CORP,7 ELEVEN STORE #35185A,622,PARK AVENUE,,,ROCHESTER,NY,14607,0,POINT (-77.57896 43.14867)
Kings,734651,Store,JAC,HIGH CLASS DELI CORP,HIGH CLASS DELI,1173,BROADWAY,,,BROOKLYN,NY,11221,2000,POINT (-73.9277 40.69271)
Kings,734644,Store,JAC,JMZ BROADWAY DELI INC,JMZ BROADWAY DELI,296,BROADWAY,,,BROOKLYN,NY,11211,700,POINT (-73.95817 40.70851)
Putnam,734616,Store,JAC,COLD SPRING CHEESE SHOP CORP,COLD SPRING CHEESE SHOP,104,MAIN STREET,,,COLD SPRING,NY,10516,1400,POINT (-73.9576 41.41828)
Queens,734563,Store,JAC,KIARIS DELI & GROCERY CORP,KIARIS DELI & GROCERY,185-11,JAMAICA AVENUE,,,HOLLIS,NY,11423,1250,POINT (-73.77359 40.70982)
Suffolk,734509,Store,JAC,AKRA HAITIAN DELI CORP,AKRA HAITIAN DELI,137,BROADWAY,,,HUNTINGTON STATION,NY,11746,0,POINT (-73.40717 40.85451)
Bronx,734458,Store,JAC,R-K DELI GROCERY CORP,R-K DELI GROCERY,919,EAST TREMONT AVENUE,,,BRONX,NY,10460,2000,POINT (-73.88405 40.84193)
Queens,734454,Store,JAC,JAMAICA DELI INC,JAMAICA DELI,179-46,HILLSIDE AVENUE,,,JAMAICA,NY,11432,400,POINT (-73.78323 40.71278)
Westchester,734444,Store,JAC,RANCHERITOS MINI MARKET CORP,RANCHERITOS MINI MARKET,693,MAIN STREET,,,NEW ROCHELLE,NY,10801,1100,POINT (-73.78805 40.90444)
New York,734415,Store,JAC,EL PATIO DELI CORP,EL PATIO DELI,2082,MADISON AVENUE,,,NEW YORK,NY,10037,800,POINT (-73.9378 40.80963)
Dutchess,734410,Store,JAC,MAYA SNACKS & DELI LLC,MAYA SNACKS & DELI,469,MAIN STREET,,,POUGHKEEPSIE,NY,12601,600,POINT (-73.92065 41.70159)
Westchester,734336,Store,JAC,MOUSA MART INC,MOUSA MART ARMONK,360,MAIN STREET,,,ARMONK,NY,10504,500,POINT (-73.71445 41.12428)
New York,734263,Store,JAC,FINESE TREATS INC,PENNYS PASTRIES,1580,PARK AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94476 40.79741)
Bronx,734249,Store,JAC,MASOHNA DELI AND GROCERY INC,MASOHNA DELI AND GROCER,4052,WHITE PLAINS ROAD,,,BRONX,NY,10466,1000,POINT (-73.85917 40.89014)
Kings,734242,Store,A,NEW FU XING MARKET III CORP,NEW FU XING MARKET III,5710,5TH AVENUE,,,BROOKLYN,NY,11220,3000,POINT (-74.01463 40.64095)
Sullivan,734216,Store,JAC,STAR FOOD SUPERMARKET CORP,STAR FOOD SUPERMARKET,78,MAIN STREET,,,BLOOMINGBURG,NY,12721,1000,POINT (-74.43983 41.55443)
Kings,734157,Store,JAC,FRESH TO GO DELI CORP,FRESH TO GO DELI,957,FULTON STREET,,,BROOKLYN,NY,11238,1000,POINT (-73.96469 40.68301)
Queens,734123,Store,JAC,SUGAR BY PATA CORP,PATA MARKET,81-16,BROADWAY,,,ELMHURST,NY,11373,0,POINT (-73.88341 40.74318)
New York,734087,Store,JAC,CLUB DELI GROCERY CORP,CLUB DELI GROCERY,4672,BROADWAY,,,NEW YORK,NY,10040,1500,POINT (-73.93003 40.86315)
New York,734079,Store,JAC,GALLARDO MINIMARKET CORP,GALLARDO MINIMARKET,3478,BROADWAY,,,NEW YORK,NY,10031,1800,POINT (-73.95184 40.82438)
Queens,734048,Store,JAC,3 IN 1 DELI GROCERY INC,3 IN 1 DELI GROCERY,131-11,JAMAICA AVENUE,,,RICHMOND HILL,NY,11418,1200,POINT (-73.82072 40.70209)
Bronx,733944,Store,A,SNACKS & CONVENIENCE STORE INC,SNACKS & CONVENIENCE ST,3826,WHITE PLAINS ROAD,,,BRONX,NY,10467,800,POINT (-73.86235 40.88441)
Suffolk,733889,Store,JABC,AMBER WAVES FARM INC,AMBER WAVES FARM,367,MAIN STREET,,,AMAGANSETT,NY,11930,1200,POINT (-72.13703 40.97757)
Kings,733860,Store,JAC,BRIGHTON FOOD GROUP INC,GOLD LABEL,281-285,BRIGHTON BEACH AVENUE,,,BROOKLYN,NY,11235,4000,POINT (-73.96461 40.57694)
Kings,733823,Store,JAC,AMY GROCERY MINI MARKET INC,AMY GROCERY MINI MARKET,5724,5TH AVENUE,,,BROOKLYN,NY,11220,1800,POINT (-74.01489 40.64071)
Kings,733801,Store,A,REMAS DELI AND GROCERY GOURMET CO,REMAS DELI AND GROCERY,3341,FULTON STREET,,,BROOKLYN,NY,11208,1600,POINT (-73.87232 40.68361)
Bronx,733666,Store,JAC,LOTUS JACKSON AVE GAS CORP,CITGO,250,JACKSON AVENUE,,,BRONX,NY,10454,1000,POINT (-73.91265 40.80511)
Kings,733516,Store,JAC,ASAAD DELI & GRILL CORP,ASAAD DELI & GRILL,111,CHURCH AVENUE,,,BROOKLYN,NY,11218,1700,POINT (-73.97905 40.64295)
Kings,733500,Store,JAC,19TH AVENUE CONVENIENCE INC.,19TH AVE DELI & GROCERY,1880,86TH STREET,,,BROOKLYN,NY,11214,2000,POINT (-74.00063 40.60604)
Kings,733490,Store,JAC,ADAMS DELI ON KINGS HIGHWAY CORP,ADAMS DELI,922,KINGS HIGHWAY,,,BROOKLYN,NY,11223,2000,POINT (-73.9631 40.60695)
Kings,733489,Store,JAC,EL SAZON DELI GROCERY INC,EL SAZON DELI GROCERY,2096,FULTON STREET,,,BROOKLYN,NY,11233,1000,POINT (-73.91328 40.67841)
Kings,733273,Store,JAC,AMERICAN CHOICE GOURMET DELI INC,AMERICAN CHOICE GOURMET,218,BROADWAY,,,BROOKLYN,NY,11211,600,POINT (-73.96095 40.70948)
Queens,733252,Store,JAC,SUPER STAR FARM INC,SUPER STAR FARM,88-01,37TH AVENUE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.87827 40.75038)
New York,733220,Store,JAC,SAM GOURMET DELI & GROCERY CORP,SAM GOURMET DELI & GROC,3459,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95253 40.82373)
New York,733197,Store,JAC,BROADWAY FINEST DELI CORP,BROADWAY FINEST DELI,3620,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.94843 40.82903)
Steuben,733162,Store,JAC,CANISTEO SHURFINE LLC,ARKPORT SHURFINE,21,MAIN STREET,,,ARKPORT,NY,14807,14000,POINT (-77.69558 42.39349)
Westchester,733160,Store,JAC,PIT STOP 819 INC,PIT STOP 819,819,MAIN STREET,,,NEW ROCHELLE,NY,10801,1500,POINT (-73.79254 40.90158)
Kings,733159,Store,JAC,MAHI 624 INC,SOUTH SLOPE'S SUBS N ST,624,5TH AVENUE,,,BROOKLYN,NY,11215,1200,POINT (-73.99139 40.66327)
Queens,733136,Store,JAC,JALPA 117 INC,METRO DELI & GROCERY,11701,HILLSIDE AVENUE,,,RICHMOND HILL,NY,11418,1000,POINT (-73.83265 40.70019)
Queens,733104,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19615,47-07,BROADWAY,,,ASTORIA,NY,11103,9700,POINT (-73.9133 40.7563)
Queens,733100,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19035,162-19,HILLSIDE AVENUE,,,JAMAICA,NY,11432,3500,POINT (-73.79955 40.70862)
Queens,733080,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19694,110-88,QUEENS BOULEVARD,,,FOREST HILLS,NY,11375,7000,POINT (-73.83799 40.71857)
Queens,733064,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19923,9108,ROOSEVELT AVENUE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.8747 40.7486)
Queens,732977,Store,JABC,7915 PRODUCE & MEAT INC,KEY FOOD,79-15,MAIN STREET,,,FLUSHING,NY,11367,15000,POINT (-73.81753 40.71854)
New York,732919,Store,JAC,ANGELES GROCERY CORP,ANGELES GROCERY,1626,PARK AVENUE,,,NEW YORK,NY,10029,2000,POINT (-73.94374 40.79884)
New York,732893,Store,A,CVS ALBANY LLC,CVS PHARMACY # 11075,2833,BROADWAY,,,NEW YORK,NY,10025,5000,POINT (-73.96696 40.80398)
New York,732757,Store,JAC,HANA MART COLUMBIA CORP,H MART,2828,BROADWAY,,,NEW YORK,NY,10025,6500,POINT (-73.96681 40.80385)
New York,732712,Store,JAC,LALU GROCERY 594 NY INC,LALU DELI GROCERY,594,COLUMBUS AVENUE,,,NEW YORK,NY,10024,800,POINT (-73.97089 40.7883)
Kings,732688,Store,JAC,LA UNION DELI GROCERY CORP,LA UNION DELI GROCERY,4011,5TH AVENUE,,,BROOKLYN,NY,11232,2000,POINT (-74.00475 40.65045)
Suffolk,732619,Store,JAC,ASIAN FARMER INC,ASIAN FARMER,213,BROADWAY,,,AMITYVILLE,NY,11701,1500,POINT (-73.41691 40.67856)
Queens,732579,Store,A,TE QUIERO BEBE AND 99C UP STORE I,TE QUIERO BEBE AND 99C,48-04,BROADWAY,,,ASTORIA,NY,11103,1200,POINT (-73.91243 40.75589)
Delaware,732549,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19333,10,MAIN STREET,,,SIDNEY,NY,13838,13000,POINT (-75.39237 42.31561)
Tioga,732548,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19777,153,MAIN STREET,,,OWEGO,NY,13827,0,POINT (-76.26335 42.10312)
Kings,732434,Store,A,7721 SM DELI & GROCERY INC,7721 SM DELI & GROCERY,4902,CHURCH AVENUE,,,BROOKLYN,NY,11203,0,POINT (-73.93124 40.65169)
Warren,732420,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19689,3864,MAIN STREET,,,WARRENSBURG,NY,12885,0,POINT (-73.77545 43.49642)
Saratoga,732414,Store,A,WALGREEN EASTERN CO INC,WALGREENS #17860,94,MAIN STREET,,,SOUTH GLENS FALLS,NY,12803,9600,POINT (-73.63694 43.3004)
Rensselaer,732408,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19764,22,MAIN STREET,,,HOOSICK FALLS,NY,12090,0,POINT (-73.35065 42.9012)
Rensselaer,732401,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19732,4,MAIN STREET,,,SCHAGHTICOKE,NY,12154,0,POINT (-73.58505 42.90643)
Washington,732378,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19494,92,MAIN STREET,,,HUDSON FALLS,NY,12839,0,POINT (-73.5851 43.29855)
Rensselaer,732192,Store,JAC,SNACK SHOP 2 INC,SNACK SHOP 2,166,MAIN STREET,,,SCHAGHTICOKE,NY,12154,800,POINT (-73.5867 42.89654)
Kings,732186,Store,JAC,1961 FULTON DELI CORP,1961 FULTON DELI,1961,FULTON STREET,,,BROOKLYN,NY,11233,1000,POINT (-73.91662 40.67859)
Queens,732183,Store,JAC,SKYLIGHT HOLDINGS 4 INC,FOOD UNIVERSE MARKETPLA,3414,STEINWAY STREET,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.92128 40.75617)
Kings,732114,Store,JAC,JAE HEON GROUP CORP,ORANGE TREE NATURALS 03,517,GRAND STREET,,,BROOKLYN,NY,11211,2000,POINT (-73.9505 40.71102)
Erie,731999,Store,JAC,AUREUS ENTERPRISE LLC,MAIN TRANSIT MART,6875,MAIN STREET,,,BUFFALO,NY,14221,2500,POINT (-78.69731 42.96529)
Kings,731995,Store,JAC,M&S SMOKE SHOP&GROCERY CORP,M&S SMOKE SHOP&GROCERY,1137,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,1000,POINT (-73.95752 40.64245)
Bronx,731981,Store,JAC,STOP & GO MINI MARKET CORP,ZOOM ZOOM,4702,WHITE PLAINS ROAD,,,BRONX,NY,10470,2500,POINT (-73.85006 40.90377)
Monroe,731971,Store,JAC,EAST FOOD MART INC,OIL DEPOT,501,MAIN STREET,,,EAST ROCHESTER,NY,14445,1200,POINT (-77.48632 43.11141)
Kings,731943,Store,JAC,OCEAN ORGANIC DELI CORP,OCEAN ORGANIC DELI,1803,BROADWAY,,,BROOKLYN,NY,11207,1000,POINT (-73.90865 40.68186)
Queens,731894,Store,JAC,HONG KONG SUPERMARKET OF FLUSHING,HONG KONG SUPERMARKET,37-11,MAIN STREET,,,FLUSHING,NY,11354,16000,POINT (-73.83094 40.76119)
New York,731842,Store,A,3635 SILVER SADDLE DELI GROCERY I,3635 SILVER SADDLE DELI,3635,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.9484 40.82939)
New York,731801,Store,JAC,KARENS GOODNESS LLC,KARENS GOODNESS,1580,PARK AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94476 40.79741)
Kings,731744,Store,JAC,1925 CHURCH AVE LLC,1925 CHURCH AVE,1925,CHURCH AVENUE,,,BROOKLYN,NY,11226,0,POINT (-73.96142 40.65)
Kings,731741,Store,JAC,M&N DELI & ORGANIC INC,M&N DELI & ORGANIC,186,BROADWAY,,,BROOKLYN,NY,11211,1000,POINT (-73.96206 40.70984)
Dutchess,731718,Store,JAC,LA POBLANA MEAT MARKET CORP,LA POBLANA MEAT MARKET,424,MAIN STREET,,,POUGHKEEPSIE,NY,12601,3000,POINT (-73.92255 41.70193)
New York,731696,Store,JAC,LUNA DELI INC,LUNA DELI,3494,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95141 40.82495)
Queens,731654,Store,JAC,MAZAL GLATT SUPERMARKET INC,MAZAL GLATT SUPERMARKET,7202,MAIN STREET,,,FLUSHING,NY,11367,3750,POINT (-73.82179 40.72636)
Kings,731639,Store,A,BROADWAY FOOD UNIVERSE INC,DOLLAR DEALS,1295,BROADWAY,,,BROOKLYN,NY,11221,5000,POINT (-73.92385 40.69052)
Rensselaer,731615,Store,JAC,MOHALK INC,FULTON MINI MART,471,FULTON STREET,,,TROY,NY,12180,1800,POINT (-73.68766 42.73227)
Bronx,731578,Store,JAC,RIVERA DELI CORP,RIVERA DELI,4301,WHITE PLAINS ROAD,,,BRONX,NY,10466,0,POINT (-73.85615 40.89569)
Ulster,731572,Store,JAC,NEW PALTZ SNACK SHOP INC,NEW PALTZ SNACK SHOP,160,MAIN STREET,,,NEW PALTZ,NY,12561,1000,POINT (-74.08057 41.74697)
New York,731549,Store,A,JACKS 40 WEST NYC CORP,JACKS 99,223,WEST 40TH STREET,,,NEW YORK,NY,10018,6000,POINT (-73.98877 40.75513)
Kings,731502,Store,JAC,KUIS FISH MARKET INC,NEW ANDREW FISH MARKET,1228,FULTON STREET,,,BROOKLYN,NY,11216,1200,POINT (-73.95141 40.6805)
Queens,731492,Store,JAC,37 MEAT CORP,COMPARE & SAVE,99-14,37TH AVENUE,,,CORONA,NY,11368,3000,POINT (-73.86761 40.75242)
Queens,731459,Store,JAC,EL DON PONCE CORP,EL DON PONCE,53-24,ROOSEVELT AVENUE,,,WOODSIDE,NY,11377,800,POINT (-73.91085 40.74466)
Kings,731429,Store,JAC,5TH AVE GOURMET DELI GRILL INC,5TH AVE GOURMET DELI GR,6902,5TH AVENUE,,,BROOKLYN,NY,11209,1000,POINT (-74.02103 40.63338)
Kings,731418,Store,JAC,SALS GOURMET MARKET INC,SALS GOURMET MARKET,1741,FULTON STREET,,,BROOKLYN,NY,11233,2500,POINT (-73.9288 40.67926)
Kings,731311,Store,JAC,EVERGREEN GOURMET DELI INC,EVERGREEN GOURMET DELI,1549,PITKIN AVENUE,,,BROOKLYN,NY,11212,1600,POINT (-73.91621 40.66888)
Orange,731265,Store,JAC,3 BROTHERS MARKET INC,3 BROTHERS MARKET,166,BROADWAY,,,NEWBURGH,NY,12550,1200,POINT (-74.01435 41.50024)
Kings,731251,Store,JAC,GRAND FREEDOM MARKET CORP,GRAND FREEDOM MARKET,805,GRAND STREET,,,BROOKLYN,NY,11211,1300,POINT (-73.94112 40.71189)
Suffolk,731200,Store,JAC,GATTI KIMBERLY,THE MONTAUK GENERAL STO,669,MAIN STREET,,,MONTAUK,NY,11954,0,
Nassau,731199,Store,JAC,DOMINICAN CANELAS DELI CORP,DOMINICAN CANELAS DELI,100,BROADWAY,,,FREEPORT,NY,11520,1000,POINT (-73.58025 40.65973)
Kings,731142,Store,JAC,MY FAVORITE DELI INC,MY FAVORITE DELI,1978,86TH STREET,,,BROOKLYN,NY,11214,1500,POINT (-73.99852 40.60477)
New York,731128,Store,JAC,URBAN GOURMET DELI CORP,URBAN GOURMET DELI,1917,7TH AVENUE,,,NEW YORK,NY,10026,1000,POINT (-73.95253 40.80304)
Queens,731004,Store,JAC,RUSS INDIAN FOOD INC,REAL USHA SWEETS AND SN,259-15,HILLSIDE AVENUE,,,GLEN OAKS,NY,11004,5000,POINT (-73.70863 40.73726)
Bronx,730975,Store,JAC,EL MANDO DELI INC,EL MANDO DELI,611,GRAND CONCOURSE,,,BRONX,NY,10451,0,POINT (-73.92643 40.8204)
Bronx,730963,Store,A,DEE GROCERY CORP,DEE GROCERY,3201C,WHITE PLAINS ROAD,,,BRONX,NY,10467,900,POINT (-73.86715 40.87145)
Kings,730861,Store,JAC,BROADWAY ORGANIC DELI INC,BROADWAY ORGANIC DELI,799,BROADWAY,,,BROOKLYN,NY,11206,0,POINT (-73.94023 40.69979)
Queens,730844,Store,JAC,FOREST GOURMET DELI INC,FOREST GOURMET DELI,66-35,FOREST AVENUE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.90294 40.70663)
Bronx,730835,Store,A,CONCOURSE GROCERY CORP,CONCOURSE GROCERY,2356,GRAND CONCOURSE,,,BRONX,NY,10458,0,POINT (-73.899039 40.85862)
Queens,730832,Store,JAC,CARNICERIA CESINA YENCHILADA INC,CARNICERIA CESINA YENCH,108-06,37TH AVENUE,,,CORONA,NY,11368,800,POINT (-73.85988 40.75395)
Queens,730817,Store,JAC,AJ COMMUNITY STORE INC,AJ COMMUNITY STORE,100-23,37TH AVENUE,,,CORONA,NY,11368,2500,POINT (-73.86642 40.75274)
Bronx,730686,Store,JAC,SJW SUSHI CORP,SJW SUSHI,5555,BROADWAY,,,BRONX,NY,10463,500,POINT (-73.90509 40.87855)
Queens,730623,Store,JAC,ROKSANA GOURMET DELI INC,ROKSANA GOURMET DELI,6678,FRESH POND ROAD,,,RIDGEWOOD,NY,11385,1500,POINT (-73.89686 40.70637)
Queens,730452,Store,JAC,SOPHIA GROCERY CORP,SOPHIA GROCERY,57-01,MAIN STREET,,,FLUSHING,NY,11355,1500,POINT (-73.82615 40.74629)
Kings,730353,Store,JAC,CARIBBEAN & TROPICAL FISH MARKET,CARIBBEAN & TROPICAL FI,5302,CHURCH AVENUE,,,BROOKLYN,NY,11203,1000,POINT (-73.92734 40.65233)
Cattaraugus,730297,Store,JAC,9682MAINSTLLC,LILS DELI,9682,MAIN STREET,,,MACHIAS,NY,14101,2800,POINT (-78.49429 42.419)
Queens,730270,Store,JAC,SHAHS DELI INC,SHAHS DELI,74-03,37TH AVENUE,,,JACKSON HEIGHTS,NY,11372,1400,POINT (-73.89155 40.74898)
Orange,730216,Store,A,MAIN ST & CHESTNUT MINI MART INC,THE NEWBURGH OASIS,367,BROADWAY,,,NEWBURGH,NY,12550,1500,POINT (-74.02444 41.50067)
New York,730197,Store,A,ANP PHARMACEUTICALS LLC,ROYAL PHARMACY,5030,BROADWAY,,,NEW YORK,NY,10034,1800,POINT (-73.91716 40.86909)
Nassau,730100,Store,JAC,R & D DELI GROCERY NY INC,R & D DELI GROCERY NY,129,BROADWAY,,,FREEPORT,NY,11520,1000,POINT (-73.57927 40.66038)
Suffolk,730007,Store,JAC,ISLIP MEAT MARKET CORP,ISLIP MEAT MARKET,551,MAIN STREET,,,ISLIP,NY,11751,1400,POINT (-73.21287 40.7294)
Ulster,730002,Store,JAC,K & V FOOD INC,K & V FOOD,162,BROADWAY,,,PORT EWEN,NY,12466,1100,POINT (-73.97684 41.9077)
Kings,729952,Store,JAC,W AND L KINGS HIGHWAY MINI MARKET,W AND L KINGS HIGHWAY M,216,KINGS HIGHWAY,,,BROOKLYN,NY,11223,2000,POINT (-73.98272 40.60546)
Columbia,729548,Store,JAC,215 MAIN VENTURES LLC,OTTOS MARKET,215,MAIN STREET,,,GERMANTOWN,NY,12526,2500,POINT (-73.8811 42.1325)
New York,729281,Store,JAC,SANTIAGO FOOD CENTER INC,SANTIAGO FOOD CENTER,3680,BROADWAY,,,NEW YORK,NY,10031,650,POINT (-73.94707 40.8309)
Orange,729277,Store,JAC,MIKES DELI GROCERY STORE,MIKES DELI GROCERY STOR,382,BROADWAY,,,NEWBURGH,NY,12550,1400,POINT (-74.02517 41.50096)
St. Lawrence,729223,Store,JAC,164 MAIN STREET MARKET INC.,164 MAIN STREET MARKET,164,MAIN STREET,,,EDWARDS,NY,13635,1200,POINT (-75.25118 44.3248)
Rockland,729220,Store,JAC,LA AZTLAN GROCERY BAKERY & DELI I,LA AZTLAN GROCERY BAKER,8,BROADWAY,,,HAVERSTRAW,NY,10927,1000,POINT (-73.96444 41.19687)
New York,729217,Store,JAC,579 BREAD & BUTTER MARKET CORP,579 BREAD & BUTTER MARK,579,MAIN STREET,,,NEW YORK,NY,10044,1500,POINT (-73.94937 40.7626)
New York,729139,Store,JAC,MANHATTAN SEAFOOD INC,MANHATTAN SEAFOOD,3344,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95478 40.82035)
Queens,729039,Store,JAC,FUXING MINI MARKET INC,FUXING MINI MARKET,41-36,MAIN STREET,,,FLUSHING,NY,11355,800,POINT (-73.82899 40.75715)
New York,728953,Store,JAC,LOS VECINOS MINI MARKET INC,LOS VECINOS MINI MARKET,3518,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95093 40.8256)
Queens,728938,Store,JAC,WATANY MEAT AND FRUITS INC,WATANY MEAT AND FRUITS,25-76,STEINWAY STREET,,,ASTORIA,NY,11103,3000,POINT (-73.9132 40.7661)
Schoharie,728900,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16110,393,MAIN STREET,,,RICHMONDVILLE,NY,12149,9000,POINT (-74.55296 42.63617)
Kings,728849,Store,JAC,GOURMET DELI & GROCERY CORP,GOURMET DELI & GROCERY,1060,FULTON STREET,,,BROOKLYN,NY,11238,1000,POINT (-73.95829 40.68167)
Kings,728771,Store,JAC,CORTELYOU GOURMET DELI INC`,CORTELYOU GOURMET DELI,1626,CORTELYOU ROAD,,,BROOKLYN,NY,11226,0,POINT (-73.96288 40.64191)
Suffolk,728727,Store,JAC,OK 2 LLC,ORGANIC KRUSH,207,MAIN STREET,,,AMAGANSETT,NY,11930,0,POINT (-72.14122 40.97524)
Kings,728717,Store,JAC,BIK MARKET INC,SPROUT MARKET,984,BROADWAY,,,BROOKLYN,NY,11221,3000,POINT (-73.93409 40.69633)
Kings,728650,Store,JAC,2665 MINI MARKET JR CORP,2665 MINI MARKET JR,2665,PITKIN AVENUE,,,BROOKLYN,NY,11208,1500,POINT (-73.8737 40.67514)
Queens,728646,Store,JAC,MSNY MARKET INC,GW SUPERMARKET,41-79,MAIN STREET,,,FLUSHING,NY,11355,21000,POINT (-73.82849 40.75584)
New York,728641,Store,JAC,KATAGIRI & CO INCORPORATED,KATAGIRI & CO,370,LEXINGTON AVENUE,,,NEW YORK,NY,10017,3500,POINT (-73.97672 40.75053)
Ulster,728637,Store,JAC,ILLESCAS-COLIBRI JENNY,EXPRESS LATINOS,686,BROADWAY,,,KINGSTON,NY,12401,1400,POINT (-74.00804 41.93087)
New York,728607,Store,JAC,"BULGER JASMIN, BULGER APRIL",SWEET SUGA MAMA'S 05/15,1580,PARK AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94476 40.79741)
Suffolk,728605,Store,JAC,HAMPTON CHOCOLATE FACTORY,HAMPTON CHOCOLATE,117,MAIN STREET,,,GREENPORT,NY,11944,0,POINT (-72.35889 41.10197)
New York,728569,Store,JAC,A.L. BROADWAY GROCERY CORP,A.L. BROADWAY GROCERY,3770,BROADWAY,,,NEW YORK,NY,10032,0,POINT (-73.94493 40.83383)
Queens,728561,Store,JAC,NEW JACKSON ENTERPRISE INC,NEW JACKSON ENTERPRISE,35-54,STEINWAY STREET,,,LONG ISLAND CITY,NY,11101,2500,POINT (-73.92327 40.75372)
New York,728547,Store,JAC,NATY FOOD CORP,NATY FOOD,7,HILLSIDE AVENUE,,,NEW YORK,NY,10040,2200,POINT (-73.93072 40.85898)
Westchester,728538,Store,JAC,GOLDENS FRESH MARKET INC,GOLDENS FRESH MARKET,477,MAIN STREET,,,NEW ROCHELLE,NY,10801,2500,POINT (-73.78077 40.90942)
Queens,728409,Store,JAC,KING DAVID BAKERY INC,KING DAVID BAKERY,67-03,MAIN STREET,,,FLUSHING,NY,11367,1700,POINT (-73.82527 40.73398)
Broome,728352,Store,JAC,JAYS ONE STOP INC,JAYS ONE STOP,77,MAIN STREET,,,BINGHAMTON,NY,13905,2500,POINT (-75.9231 42.09988)
Kings,728349,Store,A,CAREWAY RX INC,CAREWAY PHARMACY,1174,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,2000,POINT (-73.9567 40.64158)
Kings,728320,Store,JAC,907 YAFA DELI & GROCERY CORP,YAFA DELI & GROCERY,907,FULTON STREET,,,BROOKLYN,NY,11238,1500,POINT (-73.96717 40.68353)
New York,728301,Store,A,CVS ALBANY LLC,CVS/PHARMACY #10826,1440,BROADWAY,,,NEW YORK,NY,10018,20000,POINT (-73.98679 40.75455)
Sullivan,728262,Store,JAC,MORNING DOVE LLC,NARROWSBURG PROPER,44,MAIN STREET,,,NARROWSBURG,NY,12764,850,POINT (-75.06128 41.60832)
Erie,728256,Store,JAC,AMANA MULTI TRADE INC,AMANA PLAZA,1054,BROADWAY,,,BUFFALO,NY,14212,1000,POINT (-78.83575 42.89377)
Kings,728240,Store,A,CIGAR SMOKE SHOP 1 CORP,CIGAR SMOKE SHOP 1,1158,FULTON STREET,,,BROOKLYN,NY,11216,900,POINT (-73.95461 40.68091)
Bronx,728237,Store,JAC,1454 MC DELI GROCERY CORP,1454 MC DELI GROCERY,1454,GRAND CONCOURSE,,,BRONX,NY,10457,1400,POINT (-73.91293 40.83984)
Orange,727975,Store,JAC,HAMOOD M AL HARBI,STOP & BUY DELI MARKET,120,BROADWAY,,,NEWBURGH,NY,12550,2000,POINT (-74.01213 41.50008)
Bronx,727973,Store,JAC,BBC DELI GROCERY CORP,BBC DELI GROCERY,51,EAST TREMONT AVENUE,,,BRONX,NY,10453,1800,POINT (-73.9083 40.85128)
Kings,727789,Store,JAC,MONG KOK SUPERMARKET INC,MONG KOK SUPERMARKET,1815,86TH STREET,,,BROOKLYN,NY,11214,5000,POINT (-74.00217 40.60697)
Kings,727761,Store,JAC,L&C FISH MARKET INC,L&C FISH MARKET,1910,CHURCH AVENUE,,,BROOKLYN,NY,11226,1800,POINT (-73.9618 40.6499)
