County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Schenectady,727758,Store,JAC,VIJSEE CORP,VIJSEE,3060,BROADWAY,,,SCHENECTADY,NY,12306,1000,POINT (-73.97935 42.79006)
Westchester,727748,Store,A,PEEKSKILL FOOD MART CORP,PEEKSKILL FOOD MART,925,WASHINGTON STREET,,,PEEKSKILL,NY,10566,900,POINT (-73.92937 41.27402)
Bronx,727691,Store,JAC,SUPERSTAR 1 DELI AND & GROCERY CO,SUPERSTAR 1 DELI AND &,2801,WHITE PLAINS ROAD,,,BRONX,NY,10467,1600,POINT (-73.86728 40.86667)
Rensselaer,727661,Store,JAC,TITANIC MARKETS INC,TITANIC MARKET,107,5TH AVENUE,,,TROY,NY,12180,2000,POINT (-73.68098 42.75646)
Suffolk,727629,Store,JAC,MAHANT 247 INC,7 ELEVEN STORE #33607B,247,BROADWAY,,,HUNTINGTON,NY,11743,1500,POINT (-73.36576 40.85123)
Queens,727565,Store,JAC,ELMHURST FOOD BAZAR INC,ELMHURST FOOD BAZAR,81-08,BROADWAY,,,ELMHURST,NY,11373,2000,POINT (-73.88365 40.74329)
Bronx,727526,Store,JAC,178 GOURMET DELI CORP,178 GOURMET DELI,1930,GRAND CONCOURSE,,,BRONX,NY,10457,1100,POINT (-73.90523 40.85012)
Kings,727472,Store,JAC,BORHAN FOOD MART CORP,BORHAN FOOD MART,1559,BROADWAY,,,BROOKLYN,NY,11207,1800,POINT (-73.91595 40.686)
New York,727442,Store,JAC,JUICE PRESS LLC THE,JUICE PRESS EQ20,897,BROADWAY,,,NEW YORK,NY,10005,0,POINT (-73.98983 40.73894)
Kings,727411,Store,A,1356 CONVENIENCE CORP,1356 CONVENIENCE,1356,BROADWAY,,,BROOKLYN,NY,11221,600,POINT (-73.92245 40.6897)
Livingston,727399,Store,JAC,POSPESEL-ALLEN WENDY,WENDY'S PANTRY AND THE,82-84,MAIN STREET,,,MOUNT MORRIS,NY,14510,0,POINT (-77.8736 42.7249)
Suffolk,727348,Store,JAC,JAY VISYA CORP,TAG BEVERAGE,960,MAIN STREET,,,HOLBROOK,NY,11741,1500,POINT (-73.07401 40.80721)
Suffolk,727303,Store,A,VILLAGE COFFEE MARKET LLC,VILLAGE COFFEE MARKET,131,MAIN STREET,,,STONY BROOK,NY,11790,800,POINT (-73.14726 40.91655)
Kings,727302,Store,A,RAJA BROTHERS INC,786 FOOD MART,2010,CHURCH AVENUE,,,BROOKLYN,NY,11226,3000,POINT (-73.96057 40.65013)
Kings,727293,Store,JAC,CHAVO DELI-GROCERY CORP,CHAVO DELI-GROCERY,721,5TH AVENUE,,,BROOKLYN,NY,11215,1200,POINT (-73.99443 40.66037)
Queens,727239,Store,JAC,CHENG HUI GROCERY INC,THE LEMON FARM,77-19,37TH AVENUE,,,JACKSON HEIGHTS,NY,11372,1500,POINT (-73.88855 40.7493)
New York,727236,Store,JAC,SEAFOOD KING FISH MARKET INC,SEAFOOD KING FISH MARKE,3903-3905,BROADWAY,,,NEW YORK,NY,10032,0,POINT (-73.94209 40.83802)
Richmond,727235,Store,JAC,WEST BRIGHTON FOOD CENTER CORP,WEST BRIGHTON FOOD CENT,171,BROADWAY,,,STATEN ISLAND,NY,10310,1000,POINT (-74.11758 40.63731)
Queens,727225,Store,JAC,STEVES DELI & GRILL INC,STEVE'S DELI & GRILL,144-01,JAMAICA AVENUE,,,JAMAICA,NY,11435,1500,POINT (-73.81112 40.70221)
Westchester,727192,Store,JAC,LA PLACITA MEAT & PRODUCE INC,LA PLACITA MEAT & PRODU,1,PARK AVENUE,,,MOUNT VERNON,NY,10550,7000,POINT (-73.83398 40.91282)
Kings,727120,Store,JAC,86 GREEN CORP,GREEN BAZZAR & DISCOUNT,86,CHURCH AVENUE,,,BROOKLYN,NY,11218,1800,POINT (-73.98005 40.64254)
Rockland,727091,Store,JAC,MARTINEZ OSCAR A,GOOD FRIEND MEAT MARKET,33,MAIN STREET,,,HAVERSTRAW,NY,10927,900,POINT (-73.96298 41.19653)
Bronx,727058,Store,JAC,SADEQ GOURMET DELI INC,SADEQ GOURMET DELI,2664,GRAND CONCOURSE,,,BRONX,NY,10458,0,POINT (-73.893919 40.8664)
Otsego,726900,Store,JAC,DATLA II INC,EZ FOOD MART,387,MAIN STREET,,,ONEONTA,NY,13820,2000,POINT (-75.05396 42.4581)
Richmond,726886,Store,A,NEW WAY CONVENIENCE STORE CORP,NEW WAY CONVENIENCE STO,171,BROAD STREET,,,STATEN ISLAND,NY,10304,1500,POINT (-74.08043 40.62433)
Queens,726856,Store,JABH,AVRAHAMS BAKERY INC,AVRAHAMS BAKERY,73-15,MAIN STREET,,,FLUSHING,NY,11367,1750,POINT (-73.8205 40.72436)
Nassau,726846,Store,A,CVS ALBANY LLC,CVS/PHARMACY #1073,450,MAIN STREET,,,FARMINGDALE,NY,11735,30000,POINT (-73.44507 40.72957)
Kings,726704,Store,JAC,LAVILLITA DELI GROCERY CORP,LAVILLITA DELI GROCERY,310,KINGS HIGHWAY,,,BROOKLYN,NY,11223,1200,POINT (-73.97879 40.60501)
Queens,726494,Store,JAC,NEW LUCKY STAR DELI INC,NEW LUCKY STAR DELI,6502,FOREST AVENUE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.90403 40.70845)
Nassau,726110,Store,JAC,VICKY'S LOCAL DELI INC,VICKY'S LOCAL DELI,284,BROADWAY,,,LYNBROOK,NY,11563,1500,POINT (-73.67902 40.65273)
Kings,726096,Store,JAC,MAHANT 404 INC,APPLE GOURMET FARM,404,ATLANTIC AVENUE,,,BROOKLYN,NY,11217,1400,POINT (-73.98473 40.68688)
Bronx,726084,Store,A,T & S DELI GROCERY CORP,T & S DELI GROCERY,2355,GRAND CONCOURSE,,,BRONX,NY,10468,800,POINT (-73.89922 40.85899)
New York,726077,Store,A,MINI STAR CONVENIENCE CORP,MINI STAR,3611,BROADWAY,,,NEW YORK,NY,10031,1600,POINT (-73.94877 40.82887)
Westchester,725984,Store,JAC,WATER FRONT ON THE GO INC,WATER FRONT ON THE GO,37,MAIN STREET,,,YONKERS,NY,10701,700,POINT (-73.90004 40.93444)
New York,725960,Store,JAC,PLATON RICARDO CHINO,RICKY FRUITS VEGETABLES,3804,BROADWAY,,,NEW YORK,NY,10032,1200,POINT (-73.94414 40.8349)
New York,725872,Store,A,METRO LOBBY NEWSSTAND VII INC,METRO LOBBY NEWSSTAND,1585,BROADWAY,,,NEW YORK,NY,10036,500,POINT (-73.98488 40.75996)
Bronx,725869,Store,JAC,GREENVILLAGE MEAT CORP,GREENVILLAGE MEAT,3758,WHITE PLAINS ROAD,,,BRONX,NY,10467,1500,POINT (-73.86302 40.88317)
Greene,725868,Store,JAC,ALZANAM ASSAMET,NYC DELI GROCERY,296,MAIN STREET,,,CATSKILL,NY,12414,1200,POINT (-73.86437 42.21629)
Schenectady,725817,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #269,2150,BROADWAY,,,SCHENECTADY,NY,12306,1500,POINT (-73.96699 42.79717)
Kings,725785,Store,JAC,TIO MINIMARKET & DELI CORP,TIO MINIMARKET & DELI,2737,FULTON STREET,,,BROOKLYN,NY,11207,1200,POINT (-73.89363 40.67774)
Sullivan,725747,Store,JAC,HURLEYVILLE MOBIL MART INC,HURLEYVILLE MOBIL MART,213,MAIN STREET,,,HURLEYVILLE,NY,12747,1000,POINT (-74.67415 41.73587)
Washington,725705,Store,JAC,PRICE CHOPPER OPERATING CO INC,MARKET 32 BY PRICE CHOP,354,BROADWAY,,,FORT EDWARD,NY,12828,41000,POINT (-73.58654 43.28383)
Orange,725512,Store,A,STS2 INC,STS2,352,BROADWAY,,,NEWBURGH,NY,12550,600,POINT (-74.02376 41.50086)
Queens,725505,Store,JAC,R & M MAIN SUPERMARKET INC,R & M MAIN SUPERMARKET,76-05,MAIN STREET,,,FLUSHING,NY,11367,3000,POINT (-73.81952 40.72244)
Suffolk,725400,Store,JAC,RAMKALAWAN VASHTI & HUSSAIN DILAW,7 ELEVEN STORE #39794A,1320,FIFTH AVENUE,,,BAY SHORE,NY,11706,1500,POINT (-73.26239 40.73523)
Ulster,725382,Store,JAC,KANWAR GAS INC,KANWAR GAS,29,MAIN STREET,,,PINE BUSH,NY,12566,1400,POINT (-74.29927 41.60845)
Suffolk,725364,Store,JAC,SETAUKET SEAFOOD INC,SETAUKET SEAFOOD,230,MAIN STREET,,,EAST SETAUKET,NY,11733,1200,POINT (-73.10376 40.9425)
New York,725353,Store,JAC,BIG APPLE SMOKE SHOP & ORGANIC CO,BIG APPLE SMOKE SHOP,3542,BROADWAY,,,NEW YORK,NY,10031,1500,POINT (-73.9502 40.82663)
Niagara,725346,Store,A,RIDDHI INC,RIDDHI,502,MAIN STREET,,,NIAGARA FALLS,NY,14301,1400,POINT (-79.06011 43.0913)
New York,725306,Store,A,97 TOBACCO SHOP INC,97TOBACCO SHOP,2578,BROADWAY,,,NEW YORK,NY,10025,300,POINT (-73.97107 40.79549)
New York,725281,Store,A,ABC MART NC,ABC MART,3505,BROADWAY,,,NEW YORK,NY,10031,2000,POINT (-73.95131 40.82539)
Queens,725274,Store,JAC,BROADWAY DELI & GRILL INC,BREAD & BUTTER DELI & G,48-02,BROADWAY,,,ASTORIA,NY,11103,0,POINT (-73.91249 40.75592)
New York,725246,Store,JACH,THE PICKLE GUYS INC,THE PICKLE GUYS,357,GRAND STREET,,,NEW YORK,NY,10002,3000,POINT (-73.98773 40.71534)
Kings,725193,Store,JAC,COUNTRY COCO INC,COUNTRY COCO,3112-3114,CHURCH AVENUE,,,BROOKLYN,NY,11226,3800,POINT (-73.94814 40.65086)
New York,725126,Store,A,JUICE PRESS LLC THE,JUICE PRESS EQ21,670,BROADWAY,,,NEW YORK,NY,10012,0,POINT (-73.99517 40.72732)
Suffolk,725084,Store,JAC,GSAHUJA LLC,7 ELEVEN STR #37201A,827,BROADWAY,,,AMITYVILLE,NY,11701,0,POINT (-73.42712 40.7044)
Suffolk,725064,Store,JAC,AMITYVILLE DELI & GROCERY CORP,AMITYVILLE DELI & GROCE,579,BROADWAY,,,AMITYVILLE,NY,11701,0,POINT (-73.42281 40.69337)
New York,724956,Store,A,101 SMOKE SHOP CORP,101 SMOKE SHOP,2660,BROADWAY,,,NEW YORK,NY,10025,850,POINT (-73.96925 40.79795)
Kings,724936,Store,JAC,LIBERTY DELI & GRILL INC,LIBERTY DELI & GRILL,1184,BROADWAY,,,BROOKLYN,NY,11221,1500,POINT (-73.9275 40.69259)
New York,724814,Store,JAC,YAYA TEA GRAND CORP,YAYA TEA,206,GRAND STREET,,,NEW YORK,NY,10013,0,POINT (-73.99638 40.71901)
Erie,724623,Store,JACH,BABCIAS PIEROGI LLC,BABCIAS PIEROGI,999,BROADWAY,,,BUFFALO,NY,14212,495,POINT (-78.8375 42.89339)
Rockland,724621,Store,JAC,AZTECA GROCERY INC,AZTECA GROCERY,56,BROADWAY,,,HAVERSTRAW,NY,10927,1000,POINT (-73.96485 41.1985)
Queens,724477,Store,JAC,DI MARCOS BUTCHER SHOPPE LLC,DI MARCOS BUTCHER SHOPP,66-03,MYRTLE AVENUE,,,RIDGEWOOD,NY,11385,1500,POINT (-73.88817 40.70133)
Jefferson,724381,Store,JAC,GSG MINI MARTS INC,SUNOCO GAS STATION,1222,WASHINGTON STREET,,,WATERTOWN,NY,13601,0,POINT (-75.91367 43.96016)
Kings,724348,Store,JAC,KING OF FULTON DELI AND TOBACCO 1,KING OF FULTON DELI AND,2057,FULTON STREET,,,BROOKLYN,NY,11233,1000,POINT (-73.91103 40.6783)
Bronx,724308,Store,JAC,BROADWAY CONVENIENCE DELI GROCERY,BROADWAY CONVENIENCE DE,5219,BROADWAY,,,BRONX,NY,10463,0,POINT (-73.90934 40.87488)
Queens,724220,Store,JAC,107 GROCERY DELI CORP,107 GROCERY DELI,107-01,37TH AVENUE,,,CORONA,NY,11368,1500,POINT (-73.86105 40.75393)
New York,724218,Store,A,M & S CANDY & SMOKE SHOP INC,M & S CANDY & SMOKE SHO,1261,PARK AVENUE,,,NEW YORK,NY,10029,1500,POINT (-73.95172 40.78745)
Kings,724152,Store,JAC,HONG DA SUPERMARKET INC,HONG DA SUPERMARKET,2319,86TH STREET,,,BROOKLYN,NY,11214,1500,POINT (-73.99101 40.60021)
Queens,724119,Store,JAC,4 STAR DELI & GRILL CORP,4 STAR DELI & GRILL,218-30,MERRICK BOULEVARD,,,SPRINGFIELD GARDEN,NY,11413,1200,POINT (-73.75044 40.67933)
Orange,724029,Store,JAC,BROADWAY MEAT & PRODUCE INC,LA MARQUETA MEAT & PROD,223,BROADWAY,,,NEWBURGH,NY,12550,0,POINT (-74.01749 41.50003)
Kings,724023,Store,JAC,YEMEN DELI CORP,YEMEN DELI,561,GRAND STREET,,,BROOKLYN,NY,11211,1000,POINT (-73.94912 40.71114)
Bronx,724012,Store,JAC,LC GROCERY STORE CORP,LC GROCERY STORE,2155,GRAND CONCOURSE,,,BRONX,NY,10453,900,POINT (-73.90185 40.85487)
Queens,723894,Store,JAC,102-01 LUCKY STAR DELI & GROCERY,102-01 LUCKY STAR DELI,102-01,JAMAICA AVENUE,,,RICHMOND HILL,NY,11418,1000,POINT (-73.84531 40.69516)
Kings,723852,Store,JAC,GOLDEN CITY SUPERMARKET 1 INC,GOLDEN CITY SUPERMARKET,2217,86TH STREET,,,BROOKLYN,NY,11214,5000,POINT (-73.99329 40.60158)
Kings,723805,Store,JAC,JUICE PRESS LLC THE,JUICE PRESS 22,124,MONTAGUE STREET,,,BROOKLYN,NY,11201,600,POINT (-73.99442 40.69483)
Albany,723798,Store,JAC,K AND K ALBANY INC,K AND K ALBANY,607,BROADWAY,,,WATERVLIET,NY,12189,1000,POINT (-73.70519 42.71261)
Ulster,723434,Store,JAC,NAVJOT MART INC,FOOD MART,327,BROADWAY,,,KINGSTON,NY,12401,1200,POINT (-73.99245 41.92568)
Kings,723391,Store,JAC,XIANGFU GROCERY INC,XIANGFU GROCERY,5111,7TH AVENUE,,,BROOKLYN,NY,11220,1000,POINT (-74.00674 40.64163)
Dutchess,723382,Store,JAC,MYNG INC,HADDADS MIDDLE EASTERN,782,MAIN STREET,,,POUGHKEEPSIE,NY,12603,1500,POINT (-73.90205 41.69624)
Kings,723365,Store,JAC,AWESOME DELI 1 INC,AWESOME DELI 1,60,BROADWAY,,,BROOKLYN,NY,11249,800,POINT (-73.96624 40.71056)
New York,723261,Store,JAC,59-5 FRUIT & VEGETABLE CORP,MERCI MARKET,59,5TH AVENUE,,,NEW YORK,NY,10003,50000,POINT (-73.99423 40.73515)
Nassau,722851,Store,A,PRAMUKH 204 INC,KEVINS KORNER SMOKE & V,204,BROADWAY,,,BETHPAGE,NY,11714,2500,POINT (-73.47921 40.73778)
Chemung,722844,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL#16566,656,MAIN STREET,,,BREESPORT,NY,14816,0,POINT (-76.73537 42.17356)
Kings,722759,Store,JAC,STOP ONE EXPRESS DELI INC,STOP ONE EXPRESS DELI,2208,FULTON STREET,,,BROOKLYN,NY,11233,1000,POINT (-73.90814 40.67814)
Kings,722742,Store,JAC,AL SALAM HALAL MEAT & GROCERY INC,AL SALAM HALAL MEAT & G,7206,5TH AVENUE,,,BROOKLYN,NY,11209,2000,POINT (-74.02181 40.6315)
Bronx,722692,Store,JAC,MICHAELS DELI CORP,XPRESS MART,745,WHITE PLAINS ROAD,,,BRONX,NY,10473,800,POINT (-73.85814 40.82145)
Queens,722676,Store,JAC,WHITE COFFEE CORP,WHITE COFFEE CORP,19-35,STEINWAY STREET,,,ASTORIA,NY,11105,0,POINT (-73.90068 40.77725)
New York,722672,Store,JAC,CARIBBEAN FRIEND FOOD CORP,CARIBBEAN FRIEND FOOD C,3462,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95203 40.82411)
Orange,722553,Store,JAC,LETS GET FARMING LLC,RISE & ROOT FARM,94-96,MAIN STREET,,,CHESTER,NY,10918,800,POINT (-74.27725 41.35694)
Otsego,722552,Store,JAC,TIN BIN ALLEY,TIN BIN ALLEY,114,MAIN STREET,,,COOPERSTOWN,NY,13326,2500,POINT (-74.92535 42.70074)
Queens,722513,Store,A,MA NEWS GROCERY INC,MA NEWS GROCERY,79-23,NORTHERN BOULEVARD,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.88739 40.75532)
Delaware,722482,Store,JAC,BEBERTS MOROCCAN CONDIMENTS,BEBERTS CONDIMENTS CAFE,1164,MAIN STREET,,,FLEISCHMANNS,NY,12430,800,POINT (-74.52623 42.15598)
New York,722481,Store,JAC,CHERRY GOURMET DELI &GRCY 1 INC,CHERRY GOURMET DELI,1575,LEXINGTON AVENUE,,,NEW YORK,NY,10029,1800,POINT (-73.94869 40.78893)
New York,722450,Store,JAC,SHRI KRUSHNA CORP,SOHO NEW INTERNATIONAL,186,PRINCE STREET,,,NEW YORK,NY,10013,500,POINT (-74.0022 40.72642)
Kings,722434,Store,JAC,LEMON TREE FOOD MARKET CORP,LEMON TREE NATURAL MARK,387,GRAHAM AVENUE,,,BROOKLYN,NY,11211,1300,POINT (-73.94469 40.71639)
New York,722324,Store,A,PRESSED JUICERY NEW YORK LLC,PRESSED JUICERY,369,LEXINGTON AVENUE,,,NEW YORK,NY,10017,800,POINT (-73.97678 40.75044)
Kings,722302,Store,JAC,RINCON DELI GROCERY CORP,RINCON DELI GROCERY,2101,CORTELYOU ROAD,,,BROOKLYN,NY,11226,0,POINT (-73.95845 40.64391)
Kings,722295,Store,JAC,M&L FAMILY DELI GROCERY CORP,M&L FAMILY DELI GROCERY,4524,7TH AVENUE,,,BROOKLYN,NY,11220,1600,POINT (-74.00348 40.64477)
Montgomery,722290,Store,A,PRAMUKH TABACCO INC,VILLAGE SMOKE SHOP,84,MAIN STREET,,,FORT PLAIN,NY,13339,1500,POINT (-74.62437 42.93038)
New York,722276,Store,JAC,GHANSHYAM 2 DELI & GROCERY INC,BROADWAY WHOLESOME FOOD,3578,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.94956 40.82749)
Queens,722201,Store,JAC,SUMUKH INC,DELI LICIOUS DELICATESS,7102,MYRTLE AVENUE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.87982 40.70202)
Sullivan,722161,Store,JAC,KRISH FOOD MART INC,CITGO FOOD MART,5,MAIN STREET,,,LIVINGSTON MANOR,NY,12758,3000,POINT (-74.8246 41.90287)
Queens,721996,Store,A,ASTORIA QUEENS ENTERPRISES LLC,DEALS & DISCOUNTS,36-11,BROADWAY,,,ASTORIA,NY,11106,2500,POINT (-73.92093 40.75988)
New York,721913,Store,JAC,THIS & THAT PATISSERIE INC,CECI-CELA,14,DELANCEY STREET,,,NEW YORK,NY,10002,1800,POINT (-73.99321 40.72016)
Kings,721879,Store,JAC,KINGS MART LTD,KINGS MART,58,GRAHAM AVENUE,,,BROOKLYN,NY,11206,2400,POINT (-73.94245 40.7028)
New York,721849,Store,JAC,64 FULTON ST FOOD CORP,SEAPORT DELI,64,FULTON STREET,,,NEW YORK,NY,10038,2500,POINT (-74.0052 40.70889)
New York,721767,Store,JAC,GOLDEN DELI CORP,GOLDEN DELI,3377,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95423 40.82141)
Richmond,721736,Store,A,ISMAEEL C PHARMACY INC,ISMAEEL PHARM,280,BROADWAY,,,STATEN ISLAND,NY,10310,1000,POINT (-74.11715 40.6344)
Kings,721693,Store,JAC,DON POLI MEAT MARKET CORP,DON POLI MEAT MARKET,3143,FULTON STREET,,,BROOKLYN,NY,11208,1000,POINT (-73.87885 40.68177)
Kings,721667,Store,A,5TH AVE DISCOUNT STORE INC,5TH AVE DISCOUNT STORE,3918,5TH AVENUE,,,BROOKLYN,NY,11232,1800,POINT (-74.00435 40.65083)
Bronx,721644,Store,JAC,TOP CHOICE MEAT MARKET CORP,TOP CHOICE MEAT MARKET,3600,WHITE PLAINS ROAD,,,BRONX,NY,10467,2200,POINT (-73.86509 40.87929)
New York,721538,Store,JAC,JOES GOURMET DELI INC,JOES GOURMET DELI,920,COLUMBUS AVENUE,,,NEW YORK,NY,10025,600,POINT (-73.9633 40.79867)
Kings,721517,Store,JAC,FOOD U DESIRE 2 CORP,FOOD U DESIRE 2,423,7TH AVENUE,,,BROOKLYN,NY,11215,2000,POINT (-73.98416 40.66378)
New York,721378,Store,A,MERCADITO DEL CIBAO CORP,MERCADITO DEL CIBAO,3814,BROADWAY,,,NEW YORK,NY,10032,1500,POINT (-73.94399 40.83512)
Kings,721336,Store,A,KHALID MOATH,FAMILY DELI & GROCERY I,1485,FLATBUSH AVENUE,,,BROOKLYN,NY,11210,0,POINT (-73.94912 40.63421)
Kings,721328,Store,JAC,CHABELITA S PLACE CORP,CHABELITA S PLACE,3240,FULTON STREET,,,BROOKLYN,NY,11208,1200,POINT (-73.87565 40.68265)
Albany,721147,Store,A,FAMILY DOLLAR OF NY INC,FAMILY DOLLAR STORE #23,28,BROADWAY,,,ALBANY,NY,12204,5000,POINT (-73.73456 42.67852)
New York,721123,Store,JAC,PELAEZ PRODUCE CORP,PELAEZ PRODUCE,3557,BROADWAY,,,NEW YORK,NY,10031,1500,POINT (-73.9502 40.82693)
Kings,721100,Store,JAC,DIANA INTERNATIONAL INC,DIANA INTERNATIONAL,308,KINGS HIGHWAY,,,BROOKLYN,NY,11223,1000,POINT (-73.97883 40.60502)
Suffolk,721074,Store,JAC,BROADWAY BAY RESTAURANT INC,SALTAIRE MARKET,100,BROADWAY,,,SALT AIRE,NY,11706,0,POINT (-73.19829 40.64028)
Rensselaer,721040,Store,JAC,DUNCO INC,FARM TO MARKET COUNTRY,2,MAIN STREET,,,POESTENKILL,NY,12140,1500,POINT (-73.56463 42.6903)
New York,720987,Store,JAC,EASY 602 FOOD CORP,EASY 602 FOOD,3371,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95425 40.82138)
Bronx,720951,Store,A,JAMBO GROCERY AND CANDY CORP,JAMBO GROCERY AND CANDY,2233A,GRAND CONCOURSE,,,BRONX,NY,10453,800,POINT (-73.90085 40.85627)
Bronx,720908,Store,JAC,EMPIRE GOURMET DELI LLC,EMPIRE GOURMET DELI,3764-64A,WHITE PLAINS ROAD,,,BRONX,NY,10467,1500,POINT (-73.86291 40.88337)
Kings,720837,Store,JAC,POMEGRANAT DELI INC,POMEGRANAT DELI,1064,BROADWAY,,,BROOKLYN,NY,11221,1000,POINT (-73.93143 40.69473)
Ulster,720745,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07875,307,BROADWAY,,,KINGSTON,NY,12401,1800,POINT (-73.99146 41.92547)
Bronx,720371,Store,JAC,4185 ENTERPRISE CORP,4185 ENTERPRISE,4185,WHITE PLAINS ROAD,,,BRONX,NY,10466,1500,POINT (-73.85751 40.89323)
Kings,720166,Store,A,A&B BUSINESS CORP,A&B BUSINESS,2781,86TH STREET,,,BROOKLYN,NY,11223,4000,POINT (-73.97964 40.59337)
Queens,720076,Store,JAC,TOKYO MARKET INC,TOKYO MARKET,33-15,BROADWAY,,,ASTORIA,NY,11106,0,POINT (-73.9232 40.76095)
Kings,720040,Store,JAC,KEITA WEST AFRICAN MARKET INC,KEITA WEST AFRICAN MARK,1225,BROADWAY,,,BROOKLYN,NY,11221,800,POINT (-73.92613 40.69182)
Kings,719767,Store,JAC,ALYAMANI 99 CENTS PLUS INC,ALYAMANI 99 CENTS PLUS,1703,BROADWAY,,,BROOKLYN,NY,11207,1000,POINT (-73.91191 40.6837)
Dutchess,719722,Store,JAC,ALEX FOOD AND GROCERY INC,ALEX FOOD AND GROCERY,421,MAIN STREET,,,POUGHKEEPSIE,NY,12601,0,POINT (-73.9226 41.70193)
Bronx,719651,Store,A,CHEN JIAN DONG,DC DISCOUNT STORE INC,559,EAST TREMONT AVENUE,,,BRONX,NY,10457,1300,POINT (-73.8949 40.84647)
Kings,719499,Store,A,BROADWAY FOOD MART INC,DOLLAR JUNCTION,1550,BROADWAY,,,BROOKLYN,NY,11221,12000,POINT (-73.91611 40.68609)
Kings,719425,Store,JAC,TIO DELI GROCERY CORP,TIO DELI GROCERY,3002,FULTON STREET,,,BROOKLYN,NY,11208,0,POINT (-73.88397 40.68018)
Kings,719300,Store,A,KCAID PHARMACY INC,PREFERRED PHARMACY,1771,BROADWAY,,,BROOKLYN,NY,11207,0,POINT (-73.90973 40.68248)
New York,719221,Store,JAC,STOP 1 KING GOURMET DELI INC,STOP 1 KING GOURMET DEL,1775,LEXINGTON AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94434 40.79491)
Rockland,719177,Store,JAC,LUNA SERGIO DOMINGUEZ,LUPITA PRODUCTOS MEXICA,43,BROADWAY,,,HAVERSTRAW,NY,10927,0,POINT (-73.96478 41.19818)
New York,719152,Store,A,MILLENNIUM SMOKE & NEWS INC,MILLENNIUM SMOKE & NEWS,2345,BROADWAY,,,NEW YORK,NY,10024,600,POINT (-73.9769 40.78797)
Kings,719143,Store,JAC,CHAUNCEY 1763 DELI GROCERY INC,CHAUNCEY 1763 DELI GROC,1763,BROADWAY,,,BROOKLYN,NY,11207,1200,POINT (-73.9102 40.68275)
Albany,719028,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #05680,1619,BROADWAY,,,WATERVLIET,NY,12189,0,POINT (-73.70021 42.72876)
New York,719006,Store,JAC,DM CHAUDHARI LLC,7 ELEVEN STORE #35710A,311,BROADWAY,,,NEW YORK,NY,10007,2000,POINT (-74.00517 40.7155)
Bronx,718972,Store,JAC,245 BROADWAY MARKET CORP,245 BROADWAY MARKET,6029,BROADWAY,,,BRONX,NY,10471,1200,POINT (-73.8974 40.89155)
Queens,718870,Store,JAC,7 BAGELS CORP,7 BAGELS,85-15,MAIN STREET,,,JAMAICA,NY,11435,0,POINT (-73.81907 40.70971)
Queens,718862,Store,A,RUBYS CANDY & GROCERY INC,RUBYS CANDY & GROCERY,25-44,BROADWAY,,,ASTORIA,NY,11106,0,POINT (-73.92711 40.76278)
Suffolk,718848,Store,JAC,ZRK CORP,ZRK,490,BROADWAY,,,AMITYVILLE,NY,11701,0,POINT (-73.42019 40.68893)
Queens,718818,Store,JAC,MERRICK MEAT MARKET INC.,FINE FARE,108-30,MERRICK BOULEVARD,,,JAMAICA,NY,11433,0,POINT (-73.786 40.69772)
New York,718791,Store,JAC,BROADWAY FAMOUS DELI CORP,BROADWAY FAMOUS DELI,4879,BROADWAY,,,NEW YORK,NY,10034,0,POINT (-73.92365 40.86682)
New York,718744,Store,JAC,117 LEXINGTON INC,TASTY PICK DELI AND GRI,1878,LEXINGTON AVENUE,,,NEW YORK,NY,10035,500,POINT (-73.94127 40.79911)
New York,718687,Store,JAC,JENNY FOOD CORP,JENNY FOOD,2026,7TH AVENUE,,,NEW YORK,NY,10027,0,POINT (-73.9501 40.80666)
Queens,718621,Store,A,FRIENDLY DISCOUNT STORE INC,FRIENDLY DISCOUNT STORE,42-16,BROADWAY,,,ASTORIA,NY,11103,1800,POINT (-73.91687 40.75797)
Kings,718365,Store,JAC,DEVI GROCERY DELI INC,DEVI GROCERY DELI,4023,5TH AVENUE,,,BROOKLYN,NY,11232,1500,POINT (-74.00498 40.65022)
New York,718193,Store,JAC,COLUMBIA GOURMET DELI CORP,COULUMBIA GOURMET DELI,3905,BROADWAY,,,NEW YORK,NY,10032,1800,POINT (-73.94203 40.8381)
New York,718176,Store,A,VITAMIN SHOPPE INC,VITAMIN SHOPPE #2,2086A,BROADWAY,,,NEW YORK,NY,10023,1000,POINT (-73.9818 40.77838)
